id_canti,similarity,titolo,autore,raccolta,momento,link_youtube
1819,26.0,Gloria in excelsis Deo,GenRosso - GenVerde,,23,ShsVThHp5kc
1992,26.0,Spirito Santo (Espiritus Santo),Athena,Me basta Tu gracia,"9,10",jtt7zyFeNls
209,26.0,Gloria nell'alto dei cieli,Gen Verde - Gen Rosso ,Cerco il tuo volto,23,4TlehGtjlng
1383,26.0,Nel nome del Padre,R.Paulo,,21,wkzhZu1eBkM
2235,26.0,Gloria delle campane,Daniele Esposito,,23,ZLibXV7D0zI
305,25.0,Messaggio ai giovani,Pierangelo Sequeri ,In cerca d'autore,"21,20",SzGCzzzp8a0
245,25.0,Insieme a Te,Francesco Buttazzo,Alla tua festa,31,_1taK6Kc8gw
2805,25.0,Gloria GIFRA,GIFRA Napoli,,23,
285,25.0,Lodate Dio,Gen Rosso,,"21,32,14",T6sJgjfK-qo
163,25.0,Dov’è carità e amore,Valentino Meloni - F. Zanettin - Terenzio Zardini,,"31,17",2aIrBW6r0aw
242,25.0,In principio,Daniele Ricci,,"21,3",jsFibHveYW4
210,25.0,Gloria,Giovanni Grazi - San Benedetto,,23,
1734,25.0,Gloria a Dio,Buttazzo - Scarpa,,23,JhYa72Mlu4c
2292,25.0,"Gloria, Gloria a Dio nell'alto dei cieli",Antonio Parisi,Eucaristia cuore della Domenica,23,irB2QkHw-64
2723,25.0,Dio ha tanto amato il mondo,A. De Luca - B. Conte,Risorto per Amore,"31,4,10,11",aYClEd3LMz0
450,25.0,Te lodiamo Trinità,G. Stefani,,"31,19",pS9m2X9So5I
2076,25.0,Gloria a Dio nell'alto dei CIeli,Daniele Ricci,,23,SkA3qEjKgDc
2125,25.0,"Del tuo Spirito, Signore",Gen Rosso,,"24,6,14",0-WMVDh_cg0
1944,25.0,Luce che sorgi nella notte,Francesco Buttazzo,E' Natale ancora,"21,3",FQVguXqfOtE
2082,25.0,Cantiamo la tua immensa gloria,Davide Toffoletto,,"23,14,52",
1636,24.0,Gloria a Dio,Francesco Buttazzo,Esulta il cielo,23,BxoLt2bPuhg
2278,24.0,Manda il Tuo Spirito Signore,Francesco Buttazzo ,Vieni soffio di Dio,"21,24,6",BVCT3wQe_JI
2541,24.0,Lascia che il tuo fiume,Renata Tosi & David Brian,,"21,14",q2_wzwZB_NM
1627,24.0,Giorno di Pentecoste,Giosy Cento,,6,op08cAePvIk
2429,24.0,L'ultima cena,Comunità Gesù Risorto,,"4,10",cHtVuDFEKMY
1732,24.0,Vi annuncio la gioia,Fabio Baggio,,"21,3",E619YuHXNMc
479,23.0,Verremo a Te,Guido Meregalli,,21,
1696,23.0,Spirito di santità,A. Gouzes,,6,wEwwBW9Jk_4
446,23.0,Symbolum ‘77 (v2),Pierangelo Sequeri,In cerca d'autore,"31,14,19",r-hf2dOBfDE
2108,23.0,Padre nostro non abbandonarci,Benedetti - Anselmi,,29,g9IEhGllng4
1946,23.0,Aprite le porte a Cristo,Marco Frisina,Sacerdote per sempre,21,tQO6XO9syFk
2248,23.0,Ascolta oggi ,Silverio Fioravanti,,21,
441,23.0,Spirito di Dio (Consacrami),Tiziana Rangani - Gianni Soldano,,6,IvkovN4Hkqo
2119,23.0,Benedetto nei secoli,Matteo Zambuto,,26,fQZUOuYGE7Y
2709,23.0,È il momento di ringraziarti,"M. Fornaro, B. Carretta","AA.VV., Oggi risorge","32,52",hqNuQJ8qN9c
1382,23.0,Dio grande Dio,Chris Tomlin,,"31,9",-hnf8kydiws
2505,23.0,Cristo muove le montagne,Hillsong,,32,kOL8zUl5OZw
1588,23.0,Lode e Gloria,Paolo Spoladore,Dacci Pace,"23,24",3zvarhz2k9U
1675,23.0,Symbolum ‘77,Pierangelo Sequeri,In cerca d'autore,"31,14,19",r-hf2dOBfDE
205,23.0,Gioisci Figlia di Sion,Gen Verde,Sulla via della speranza,"32,2,3,7",CdMfAsdFpxU
2305,22.0,Il tuo amore per noi,Piera Cori,,26,9aaxeabeNq0
2098,22.0,"Spirito Santo, dolce presenza",RnS,,"31,6,9,16,19",Bb2WHAiP5SM
2681,22.0,Rendiamo grazie a te,Daniele Scarpa,,26,
2472,22.0,Benedetto sei Tu che vieni,Semprini – Galliano,Natale del Signore,"2,3",r7M3bZtiFuc
1857,22.0,Santo,Marco Frisina,Salvatore del mondo,27,OOxw854Alpc
1713,22.0,"Ti ringrazio, o mio Signore",C. Gabarain,,"32,52",v5ewwgxAuA4
1871,22.0,Come fuoco per il mondo,Suore di maria bambina,,"9,52",mUNq2a42DB4
1759,22.0,Io ti cerco,Sequeri - Belli,,"21,4",9shFqgM_OgQ
61,22.0,Ascolta la Preghiera,---,,"4,7",
2827,22.0,Canta o lingua il glorioso mistero,Marco Frisina,Cristo è nostra Pasqua,"31,4,5,9",rzGXMeYQcL8
2266,22.0,Passa ancora in mezzo a noi,RnS,Fuoco d'Amore,26,Wtr-lw8go8g
160,22.0,Dio s’è fatto come noi,Gino Stefani - Marcello Giombini,,"31,2,3",lGaqYA2I-lU
2296,22.0,Custode del Signore (v2),Marco Frisina,,"21,32,10",YAEv6Cxj_JI
1644,22.0,Santo Rock (Santo sei Signore),,,27,nPlmiEuPcZs
8,22.0,Acqua siamo noi,Giosy Cento,,"21,8",YZPaZqTi0EA
2470,22.0,Spirito Santo cuore dell'umanità,RnS - F. Marranzino,L'Amore del Padre,"6,9",9pS3kpqkNvg
2594,22.0,Dio che tutto puoi,RnS,Mi ami tu?,"31,14",
2616,22.0,Resurrezione,,,"31,5",dchMT-HU3hA
2295,22.0,Custode del Signore,Marco Frisina,,"21,32,10",YAEv6Cxj_JI
2375,22.0,Ave Maria splendore e bellezza,Negrini-Frigerio,,"32,7",dIBWh6i-7aU
170,22.0,E' giunta l’ora,Luciano Scaglianti,,"4,13,17",z0_74gnHpQ8
231,22.0,Il Pane del Cammino,Franco Motta - Pierangelo Sequeri,,"21,26,31,32",bjaWckUY05I
159,21.0,Dio Regna,Leonard E. Smith Jr.,,"21,2",PeX3pYIzgoU
2332,21.0,Osanna al Figlio di David (v2),Musica: P. Damilano - Testo: A. Gazzera (1959),,"21,4",NPafLS9QHH8
2056,21.0,Ecco Signore,Nino Mancuso,,26,gVknZyvub_A
1674,21.0,Non sono più io che vivo,Stefano La Porta,,"31,52",_45-2Dr9dQ4
133,21.0,Come è grande,Roberto Grotti,,"31,4,11,14",GWIcRqwR0Sk
294,21.0,Madre della speranza,A. Lagorio,,7,O5AL7CjejIk
2728,21.0,Disse un giorno il Padre,G.Stefani - M.Giombini ,,10,
73,21.0,Beati quelli che ascoltano,Michele Bonfitto,Sei grande nell'amore,"21,31",CuFvTANFHr4
2291,21.0,Canto Penitenziale,Marco Frisina,O Croce nostra speranza,"22,4",EeZfclHIhCk
405,21.0,Santo (GUC),Gruppo Universitari Cattolici,,27,
2015,21.0,Chiesa di Dio,Costa - Villeneuve,,"21,4,10,14,20",gE2gfXPhpkU
2738,21.0,La vera vite,L.Scaglianti,Kerygma: l'uomo davanti alla parola,31,Pgek5MYv8LE
2101,21.0,"Padre, Maestro ed Amico",A. Lagorio,,"21,26,32,53",UD-OCNBgcg4
1050,21.0,Amo,Stefano Fioravanti,,24,PHJIZ9hZo2I
2547,21.0,Maria piccola Maria,Kiko Arguello,,7,MG6YGT7XZ50
2365,21.0,"Spirito di Dio, scendi su di noi",RnS - D. Iverson,Sempre canterò,"32,6,9,10",ZucFYqkbUcY
249,21.0,"Io credo, risorgerò",Gino Stefani,,"21,13",X9clLTZHcvQ
1953,21.0,So che sei qui,Gen Verde,Messa della concordia,"31,9,13",tZEovlG6uAg
1692,21.0,Grande è il Signore,Steve Mcewan,,"9,52",sZ8WNSDfVeE
225,21.0,Il canto della creazione,Giosy Cento,,"21,14",UmZMsOYQtUY
1943,21.0,Vieni o Spirito Creatore,P. Antonio Josue,,"21,6",S2C8rWnCfdg
2234,21.0,Accorrete popoli del Re,Daniele Esposito,,21,V3grjsC_9vU
316,21.0,Nel Tuo silenzio,Gen verde,Come fuoco vivo,"31,52",MTbJK2Cu-xk
292,21.0,Luce di verità,G. Becchimanzi - S. Puri - C. Giordano,,"21,6",
2447,21.0,Tempo di ricominciare,Gen Verde,Tempo di ricominciare,31,uKal1PpNSJs
129,21.0,Cieli e terra nuova,Mario Piatti,,"32,2,13",efDuuaWXpSE
2240,21.0,Con l'offerta di Gesù,F. Buttazzo; P. Dargenio,Esulta il cielo,"26,5",7c3fFWR1PjA
2780,20.0,Grazie Signore,Filippo Daino,,"31,9,10,52,54",K4FCwj5IVJ4
2026,20.0,Tu un giorno,D. Machetta ,,"31,3",HdEZRTr8xus
307,20.0,Mia forza e mio canto,Pierangelo Comi,,"14,17",lhWpwbUTchk
2160,20.0,Il nostro cuore offriamo a te (completo),RnS,,"26,2,5",DJhhcQ5LGWY
4,20.0,Acclamate al Signore,Marco Frisina,,"21,24,14",XR3RXQHnwS4
2166,20.0,Benedetto sei o Padre,Francesco Buttazzo,,"26,2,3",OsiDQN3Vys4
370,20.0,Quale gioia,Matteo Calisi - John Bagniewski,,"21,24,32,13",oMlN3Yttg44
2647,20.0,La sua casa,Francesco Buttazzo,Guidati nel deserto,"21,10",aZB9J7PpAmicltm6
2261,20.0,Pane per noi spezzato,C. Walker - M. Deflorian ,,"31,4",xMCJNtdQwxw
2399,20.0,Nelle tue mani,A. De Luca - B. Conte,RnS - Nelle tue mani,"31,2,3,4,9,10",Zo6CuMpR_c8
1477,20.0,Sono il Pane di Vita,S. Toolan,,31,UwA__oGQ1e0
2717,20.0,In quei giorni,L. Scaglianti,Andiamo a Betlemme...,"21,3",UDKAkQJKMos
146,20.0,Cristo risusciti,Stefani,,"21,5",nsgcYokdH78
1565,20.0,Musica di festa,Ernest Sands - Paolo Iotti,,"21,32,10,15",B1ToVClFayo
352,20.0,Padre nostro,Marcello Giombini,Camminiamo nella speranza,29,ZniLDGaOCwM
179,20.0,E sono solo un uomo,Pierangelo Sequeri ,In cerca d'autore,31,Fz3h8MZC-dk
2644,20.0,La Tua dimora,Daniele Ricci,La Tua dimora,21,BCwCh0io1K0
1769,20.0,La pace del Signore,Francesco Buttazzo,,30,ZZIYGBjAzj0
2173,20.0,Luce di Dio,A. M. Galliano; R. Farruggio,,"21,31,32,5",Pqv4nnGD_vA
2327,20.0,Chi ha fame,Kiko,,"21,4",A32O3Rl_-pA
2205,20.0,Vidi la nuova Gerusalemme,Marco Frisina,Vergine Madre,"21,7",KYqctObWoJE
2528,20.0,Hai dato un cibo ,,,"31,10",es9lKpu53ic
1665,20.0,Il nostro cuore offriamo a te,RnS,,26,DJhhcQ5LGWY
1932,20.0,Ci nutri alla Tua mensa,"F. Buttazzo, P. Dargenio",Esulta il cielo,"26,31,9",RPQ8ORkm9bo
1661,20.0,"Cantiamo al Signore, grande nell’amore",RnS,Misericordia sei,"21,31,9",pXwEcrj2Grk
22,20.0,Alleluia al Redentore,RnS,Eterna è la Sua misericordia,"25,3,14",Bl65ILAGvyk
2112,20.0,Luce,Rns,Luce,"21,31,32,3,5,10,12,15,16,20,52",Hk0tgrr5mHI
200,20.0,Fratello Sole e Sorella Luna,Riz Ortolani,,"31,14",jSq7zvrrsCA
504,20.0,Luce,RnS,Luce,,bZVHm-iDJv8
1577,20.0,Manda il Tuo Spirito,RnS,,6,8a2IEWzOfRE
1583,20.0,E' tempo di grazia,Fabio Baggio,Tempo di grazia,"21,4",wDK8OvBgKXw
2597,20.0,Glorifica il Signore Gerusalemme,Daniele Esposito,,"21,24,10,14,52",6K-IT3rVrB4
1669,20.0,Io vengo a Te,RnS - Pietro Ferrante,Il deserto canta,"21,31,9",F0lNje7wt8A
2598,20.0,Simeone,Daniele Esposito,,"31,32,10,13",rH07fVSFjq8
2081,20.0,Cristo è risorto è vivo!  È con noi!,A. Roncari – L. Capello,,"31,32,5",od7T90zC794
239,20.0,Il Tuo amore,---,,31,
1600,20.0,Fratello Sole e Sorella Luna (semplificata),Riz Ortolani,,"31,14",jSq7zvrrsCA
428,20.0,Signore come è bello (La tenda),Claudio Chieffo,,"31,32,17",q6OTCpB63LM
447,20.0,Symbolum ‘80 (Ma la tua Parola),Pierangelo Sequeri,Ma la tua Parola,"31,2,17,19",pSMZAXrvT4A
1615,20.0,Stella del mare,Comunità Gesù risorto,,7,a1a3MVoW8sY
1898,20.0,Chiamati per nome,Gen Verde,,"21,5,20",EUG6KnGxpcc
2750,20.0,Riuniti nel suo nome,Zardini,,"29,52",CUVi2y0f8uo
2072,20.0,Benedite e acclamate,A. Casale,,"21,15",QH1LLGOkr6M
2270,20.0,Non sono più io che vivo,RnS,Misericordia sei,31,_45-2Dr9dQ4
2301,20.0,E lo credemmo abbandonato da DIo,Pierangelo Sequeri,,"31,4",rkW8-9ToP9s
2227,20.0,Il dono del saio,Cionfoli,,"22,28,31,4,9,10,11,12,14,16,20,52",xTjf4BI-AbA
2320,19.0,Magnificat,Marco Frisina,Non temere,31,xfPFworDwG0
494,19.0,Voglio cantare al Signor,RnS,,"21,24,32",N3iWAEOmLDc
1682,19.0,Benedetto sei Tu,Gen Verde,,26,IyXjms-qnHg
1847,19.0,Ave Maria stella del mattino,Clericetti/ Mascagni,,"32,2,7,10,11,12,13,15,16,20",PP_FgfkM1CM
196,19.0,Fonti di Nazareth,Chiara Bizzetti,,5,vUOhl98MLuY
2269,19.0,La trasfigurazione,Marco Frisina,Non di solo pane,"26,31",6gU3t0nuHuw
2770,19.0,Dal profondo o Signore,Francesco Buttazzo,Tempo di grazia,"4,11",1otaBEQc66I
2485,19.0,Con un cuore solo,"RnS - Ferrante, Salvemini",Sentieri di speranza,31,40tFwBuV8rM
420,19.0,Sei grande Dio,Giosy Cento,Celebriamo la nostra speranza,31,o7jFRWGmjOk
1779,19.0,Cuore puro,SDV worship,,31,KJ1OGOLfFy8
2229,19.0,Chiamati per nome v2,Gen Verde,,"21,5,20",EUG6KnGxpcc
184,19.0,Ecco la serva del Signore (v2),Marco Frisina,,"7,17",eakmIDhzNyc
383,19.0,Resurrezione,Gen Rosso,,"21,32,5",eK8Z2VMTSp4
2794,19.0,O Signore nostro Dio,Marco Frisina,Non Temere,"21,31,4,5,15",SKrRIFda5mo
217,19.0,Grandi cose,Gen Rosso,,"21,24,32,14",Jvp2zJUouOQ
2004,19.0,Canzone di San Giuseppe,Guido Clericetti - Adriana Mascagni,,"31,32,3,7",PRadNjnGKWs
2465,19.0,Sei con noi uno di noi,Domenico Machetta,"Sei con noi, uno di noi",21,LL41_rgYQgw
1771,19.0,La vita che nasce,F. Baggio,,"21,32,3,8,10",TLgJ_V2Z1iA
1841,19.0,Volto Santo di Cristo,Marco Frisina,Salvatore del mondo,4,
1970,19.0,Grazie Padre Buono (Rns),RNS - 2015 Luce,,"21,22,9,10,11,52",mYakLZJVfdw
2023,19.0,Oggi è nato per noi,Buttazzo,,"24,3",AVbgYHlcPTg
1794,19.0,Sei Dio,Gen Rosso,Dove Tu sei,"9,10,14",0D6F8fDunZw
2585,19.0,Canto di nozze,Daniele Ricci,E' l'amore che contaa,15,
2245,19.0,E' la gioia che fa cantare,Antonella Mattei,,"21,6",S2C4SH2Raik
1940,19.0,Gloria a Dio,V. Antonioili - R. Giorgi,,23,gKtTLNdXtfU
1735,19.0,Santo (Do Re Mi),,,27,
500,19.0,Pane di vita nuova,Marco Frisina,,31,2TjvpY5dqTU
457,19.0,Ti offriamo,Gen Verde,Gratitudine,26,cvP_AxA8eDE
1654,19.0,Come unico Pane,Rossi,,26,v8AtqY1KH7E
2196,19.0,Alza i tuoi occhi al cielo,RnS,Sentieri di speranza,10,KTMbNIOFw3c
1563,19.0,"Gloria a te, parola vivente","Daniele Semprini, Anna Maria Galliano",,"25,4",S2YOOg49nSU
1883,19.0,Il canto del mare,Marco Frisina,,"24,5",
1844,19.0,Ave Maria splendore del mattino,Claudio Chieffo,,"32,7,10,12,13,15,16,20,51,52",QFRv_SuDxdg
1548,19.0,Benedici,Paolo Spoladore,,31,uN0dLBwY5jI
1605,19.0,Spirito Santo soffio di vita,Roland Patzleiner - Figli del Divino Amore,,6,CV2DEoKvTzY
138,19.0,Come un fiume,P. Paci – D. Preti,,"21,8",ZntyUAaXQxs
1801,19.0,Tu vero pane della vita,Fabio Baggio,La vita che nasce,31,9VfmPmHwhmc
236,19.0,Il Signore è la mia salvezza,A. Marani,,"21,32,14,17",hYoJr1jamX0
1952,19.0,La canzone di Luciano,Bottan Boschiero,,9,JiYZ6wm8dIM
142,19.0,Con Te faremo cose grandi,G. Meregalli,,"21,31",
1672,19.0,"Il tuo Corpo, il tuo Sangue",Luciana Leone - Salvatore Martinez,,31,MBlHzbDY6Qo
195,19.0,Fissa gli occhi,Franco Costantini,,"31,9",NMWBFrFu0w0
361,19.0,Popoli tutti acclamate,RnS,,"21,31,32,14",9jxXJ79BFSU
1352,19.0,Abbracciami,RnS,Il canto del tuo popolo,31,fwSAsHU4kHM
380,19.0,Resta Accanto a me,Gen Verde,,32,ji4xk-YIgoo
1706,19.0,Padre Nostro,Pino Sanfratello,,29,zcb73-wHniM
55,19.0,Annunceremo che Tu,Paolo Auricchio,,"32,16",ZfI4bBMKSRs
2586,19.0,Incontro a Te,Luigi Mariano,Venite a Me,"31,32",D1YikThEnw8
1926,19.0,Il Vangelo della terra,Andrea Testa,,"26,10",5du0mvIwEJE
223,19.0,Il canto del deserto,Piero Ciardella,,"31,15",iHQdPozISDo
1894,19.0,"Rendo grazie al tuo nome, Signore",Ciardella P.,,32,
2124,18.0,Oggi è giorno di festa,"M. Muolo, M. Palmitessa",Riuniti nel tuo nome,"21,52",NxTNlpL58SM
2673,18.0,Sei per noi cibo di eternità,Francesco Buttazzo,Sorgente di unità,"26,31,10",
2371,18.0,Inno GMG 2016,,,10,pLQbhtquBGI
2133,18.0,Cantico di Anna,RnS,,17,cJXQaL644FQ
2232,18.0,"Tu, nostro Pastore","Christopher Walker & Marco Deflorian, Marco Deflorian",,31,7fUhKmlhe-4
2469,18.0,Il Tuo amore è grande,RnS,Venti dello Spirito,"31,9",jJrggKrvBXw
1473,18.0,Chi?,Gen Rosso,In concerto per la pace,21,QJxpvCVibWQ
258,18.0,Io vedo la Tua luce,Pierangelo Sequeri ,E mi sorprende,"31,3",YOhCW3aH7mo
2416,18.0,Arderanno sempre i nostri cuori,Paolo Auricchio,Alleluia è risorto,"31,5",kHB6N9sCQcI
2178,18.0,Porta le nostre preghiere,Daniele Esposito,,"32,7",AwsCJZD3b0A
1730,18.0,Rallegrati Gerusalemme,Marco Frisina,,"21,4",u2oilYfIc9w
2643,18.0,Gloria al Signore che salva ,RnS - D. De Santis - F. Frigiola,Voglio vedere il tuo volto,14,dIEgB-sv6nQ
1783,18.0,Padre Nostro,Francesco Buttazzo,,29,4TbLW6nmFNA
1480,18.0,Il canto del mare,Marco Frisina,,"21,32",ikUhuknKHYA
1551,18.0,Cantiamo con gioia,F.G.Pesare,,21,xtihi872yiw
2286,18.0,Chiesa del Risorto,Marco Frisina,O luce radiosa,31,5D90KReCemU
169,18.0,E correremo insieme,Giosy Cento,,32,8av9XCKUVMo
181,18.0,Ecco il nostro si,Emanuele Fossi,,7,YQJyeqErUAo
1859,18.0,Albero di vita,A. M. Galliano - R. Faruggio,,"21,4",UFM0UBncxcc
2599,18.0,Inno allo Spirito,Pino Bordini,Mi dichiaro per Cristo ,"21,6",Df8X0hr-vrc
1999,18.0,Cose stupende ,Marco Frisina,,"21,7",JdaSR7DaEd8
2080,18.0,Esultiamo in Te Gesù,Francesco Buttazzo,,"31,32,5",mYlQ3enubOo
1590,18.0,Il dono più grande,Pasquale Dargenio,Sorgente di vita,31,tk89LEWruYw
1727,18.0,Ti sei fatto pane,Daniele Ricci ,Gesù è il suo nome,"31,3",VktGKm3AF88
2078,18.0,Madre fiducia nostra,Marco Frisina,,"32,7",AAkAsRX4Bv8
1917,18.0,"Vieni, santo spirito di Dio",Francesco Buttazzo - Daniele Scarpa,,"21,6",2cvwfltc0v8
2379,18.0,Spirito d'Amore  ,RnS - Elen Yarrow Mezzetti,Spirito Santo Vieni!,"32,6",JwY3Yq0WuY8
1751,18.0,E' un tetto la mano di Dio,M. Giombini,,"31,32,8,9,13,17,52",1EL02u89wkg
1660,18.0,Spirito Santo (Fiume di Pace),,,"6,9",4GCLs9VqNEk
2155,18.0,Isaia 62,Silvia Gardi,,"21,31,32,15,20",amu-_m4wRKM
7,18.0,Accoglimi,Pierangelo Sequeri ,In cerca d'autore,"4,11,18",M5FBVpkUsWc
1836,18.0,Ecco la serva del Signore,Marco Frisina,Salvatore del mondo,7,eakmIDhzNyc
237,18.0,Il Signore è vicino,---,,"2,9,17",jxOfyC2XOOg
1602,18.0,Accetta o Padre,C. Mangione - L. Maci,,26,PD5g256Nv8A
2618,18.0,Alleluia Padre Mio ,RnS - T.Cullen,Nelle tue mani,"22,31,5,10,52",UodRwIgIecQ
1929,18.0,A te vorrei dire,Gen Rosso,La vita di ogni cosa,32,Xna5fGSXtAQ
2458,18.0,Destinati all'eternità,RnS (F.G.Pesare - De Luca),,10,zpQ3MwAJYKY
2385,18.0,Sempre canterò,RnS,Sempre canterò,"21,32",-kVhOU4GERs
2252,18.0,"Alza le braccia, apri il tuo cuore",RnS - Daniele Branca,Parola d'Amore,31,tbKreLTdT4s
1877,18.0,E' Santo,Daniele Ricci,il Dio della gioia,27,kjOhIbm8daE
1918,18.0,Io sarò con voi,Marco Gragnani - Giorgio Casini,,31,GB-93Or0Yy4
2726,18.0,Io amo te,S. Stacchiotti,Cristo è risorto,31,6zmFOOEjBIk
2118,18.0,Santo (Dio del Cielo),Spoladore,,"27,5,6,10,14,15,20",E7sfZZ6O71E
2312,17.0,Santo Santo,Giosy Cento,E' il giorno del Signore,27,IeKiRRfNyCw
1562,17.0,Come il cervo va all'acqua viva,"Bob Hurd, Marco Deflorian",,31,-VdUBfZfWFY
1936,17.0,Alla vittima pasquale,P. Dargenio,Esulta il cielo,5,nXCbbGTvXgo
2113,17.0,Con gioia veniamo a Te,"RnS - P.Ferrante, F.G.Pesare",Io scelgo Te,"21,31,8,10,12,15,20,52",u_kqLm53IKk
1574,17.0,"Signore, tu sei nostro amico",Francesco Buttazzo,,11,AuvCTxdss_0
2366,17.0,Alzo gli occhi verso i monti,Kiko Arguello,,"32,4,10",uoWZGgCcTZY
376,17.0,Questo è il mio comandamento,Marco Frisina,,"31,17",GpWbHepCdls
82,17.0,Benedici il Signore,Marco Frisina,,"24,26,4,14",iepex6XBHo0
233,17.0,Il Regno di Dio,Marco Frisina,,"31,17",8HuNeAcsz1A
2377,17.0,Incontro con Gesù,M. Emberti Gialloreti- A.M. Galliano,Incontro con Gesù,"21,31,2,3,5",
2003,17.0,Giovanni,Marco Frisina,Non temere,"21,31,32,2,12",R5TkDWVJi5E
506,17.0,Voi siete di Dio (v2),Mite Balduzzi,,"21,26,32,8",TTVG8A9cGKQ
1453,17.0,Nella Tua presenza,Daniele Ricci,,"28,31",WextjtnVp8c
1822,17.0,Il seme del tuo campo,Gen Verde ,Messa della concordia,"26,11",40X0yHt8aIA
505,17.0,Prima Corinzi 13,Guido Meregalli,,,7Gum6ktqoLQ
353,17.0,Padre perdona,Gino Stefani Da Canto Gregoriano,,"21,4,11",RYszE486Vug
497,17.0,Voi siete di Dio,Mite Balduzzi,,"21,26,32,8",TTVG8A9cGKQ
2679,17.0,Prodigio d'amore,RnS - Dante Balbo,Luce,"31,9",tgJn1qioiuw
1837,17.0,Dio è la mia salvezza,Marco Frisina,Salvatore del mondo,"2,4",yO6xhARbaLM
2192,17.0,Alleluia Padre Mio,RnS,Nelle Tue mani,25,N-pjp6CMbvY
1618,17.0,L'acqua della salvezza,A.Roncari - L.Capello,,31,lR9ZoB022o0
415,17.0,Se qualcuno ha dei beni,Michele Bonfitto,Sei grande nell'amore,26,CJZGnpyJ51g
52,17.0,Andate per le strade,Angelo Roncari - Lorenzo Capello - Giovanni M. Rossi,,"32,16,17",PAMled5AWo4
432,17.0,Silenzioso Dio,Giosy Cento,,31,knzZ9EYvoPs
2568,17.0,Il Signore in eterno ,,,"26,10,13",6hdC4PqQId0
167,17.0,E' bello,Gen Rosso,Noi veniamo a te,32,gspMhX9hrKI
1966,17.0,Nozze a Cana,RnS,,"21,32,15,17,52",yUF5sbj7MCE
2595,17.0,Ora che sei in mezzo a noi,Gianluigi Serapiglia,Davanti a Te,31,hkzeyvYMeCg
2825,17.0,Li amò fino alla fine,C. Burgio ,,"25,4",v2ojzmb9Ngg?si=xzyww5FZNt9ZslQ2
